 --- Query # 0 - "QU What are the effects of calcium on the physical properties of mucus   from CF patients? "
 ------ Doc # 1017 = 0.004604
 ------ Doc # 861 = 0.004601
 ------ Doc # 1052 = 0.004579
 ------ Doc # 848 = 0.004560
 ------ Doc # 659 = 0.004553
 ------ Doc # 176 = 0.004552
 ------ Doc # 548 = 0.004532
 ------ Doc # 178 = 0.004531
 ------ Doc # 1068 = 0.004527
 ------ Doc # 1102 = 0.004519
 ------ Doc # 546 = 0.004493
 ------ Doc # 547 = 0.004492
 ------ Doc # 486 = 0.004489
 ------ Doc # 913 = 0.004484
 ------ Doc # 976 = 0.004481
 ------ Doc # 247 = 0.004475
 ------ Doc # 244 = 0.004454
 ------ Doc # 909 = 0.004435
 ------ Doc # 816 = 0.004426
 ------ Doc # 695 = 0.004411
 ------ Doc # 887 = 0.004405
 ------ Doc # 395 = 0.004404
 ------ Doc # 769 = 0.004391
 ------ Doc # 368 = 0.004385
 ------ Doc # 324 = 0.004385
 ------ Doc # 234 = 0.004373
 ------ Doc # 40 = 0.004368
 ------ Doc # 539 = 0.004358
 ------ Doc # 696 = 0.004351
 ------ Doc # 778 = 0.004349
 ------ Doc # 181 = 0.004343
 ------ Doc # 990 = 0.004333
 ------ Doc # 857 = 0.004320
 ------ Doc # 145 = 0.004312
 ------ Doc # 708 = 0.004303
 ------ Doc # 188 = 0.004286
 ------ Doc # 1101 = 0.004276
 ------ Doc # 841 = 0.004264
 ------ Doc # 457 = 0.004253
 ------ Doc # 421 = 0.004253
 ------ Doc # 1180 = 0.004253
 ------ Doc # 587 = 0.004247
 ------ Doc # 434 = 0.004243
 ------ Doc # 1073 = 0.004238
 ------ Doc # 75 = 0.004237
 ------ Doc # 95 = 0.004237
 ------ Doc # 316 = 0.004236
 ------ Doc # 1095 = 0.004232
 ------ Doc # 345 = 0.004231
 ------ Doc # 405 = 0.004211
 ------ Doc # 23 = 0.004205
 ------ Doc # 611 = 0.004204
 ------ Doc # 393 = 0.004198
 ------ Doc # 259 = 0.004176
 ------ Doc # 458 = 0.004176
 ------ Doc # 506 = 0.004168
 ------ Doc # 1081 = 0.004160
 ------ Doc # 581 = 0.004147
 ------ Doc # 61 = 0.004144
 ------ Doc # 1140 = 0.004116
 ------ Doc # 768 = 0.004115
 ------ Doc # 363 = 0.004109
 ------ Doc # 688 = 0.004105
 ------ Doc # 1112 = 0.004094
 ------ Doc # 1217 = 0.004088
 ------ Doc # 400 = 0.004077
 ------ Doc # 1006 = 0.004073
 ------ Doc # 446 = 0.004065
 ------ Doc # 994 = 0.004039
 ------ Doc # 200 = 0.004016
 ------ Doc # 364 = 0.004006
 ------ Doc # 149 = 0.003991
 ------ Doc # 604 = 0.003952
 ------ Doc # 1071 = 0.003942
 ------ Doc # 180 = 0.003938
 ------ Doc # 194 = 0.003910
 ------ Doc # 371 = 0.003909
 ------ Doc # 917 = 0.003906
 ------ Doc # 743 = 0.003896
 ------ Doc # 675 = 0.003888
 ------ Doc # 742 = 0.003827
 ------ Doc # 250 = 0.003824
 ------ Doc # 981 = 0.003817
 ------ Doc # 193 = 0.003790
 ------ Doc # 653 = 0.003786
 ------ Doc # 374 = 0.003752
 ------ Doc # 1041 = 0.003742
 ------ Doc # 1110 = 0.003719
 ------ Doc # 435 = 0.003702
 ------ Doc # 782 = 0.003666
 ------ Doc # 1029 = 0.003644
 ------ Doc # 448 = 0.003642
 ------ Doc # 1103 = 0.003620
 ------ Doc # 521 = 0.003620
 ------ Doc # 1038 = 0.003590
 ------ Doc # 203 = 0.003587
 ------ Doc # 958 = 0.003584
 ------ Doc # 629 = 0.003550
 ------ Doc # 295 = 0.003545
 ------ Doc # 191 = 0.003503
 ------ Doc # 686 = 0.003499
 ------ Doc # 890 = 0.003483
 ------ Doc # 224 = 0.003478
 ------ Doc # 338 = 0.003453
 ------ Doc # 1015 = 0.003407
 ------ Doc # 467 = 0.003380
 ------ Doc # 1003 = 0.003375
 ------ Doc # 1047 = 0.003366
 ------ Doc # 1097 = 0.003356
 ------ Doc # 710 = 0.003344
 ------ Doc # 974 = 0.003324
 ------ Doc # 354 = 0.003211
 ------ Doc # 948 = 0.002945
 ------ Doc # 679 = 0.002916
 ------ Doc # 1085 = 0.002908
 ------ Doc # 1219 = 0.002753
 ------ Doc # 274 = 0.002718
 ------ Doc # 1007 = 0.002678
 ------ Doc # 636 = 0.002522
 ------ Doc # 724 = 0.002474
 ------ Doc # 222 = 0.002454
 ------ Doc # 245 = 0.002384
 ------ Doc # 127 = 0.002326
 ------ Doc # 1104 = 0.002285
 ------ Doc # 1059 = 0.002192
 ------ Doc # 1010 = 0.002129
 ------ Doc # 308 = 0.002111
 ------ Doc # 674 = 0.001891
 ------ Doc # 558 = 0.000000
 ------ Doc # 833 = 0.000000
 ------ Doc # 1018 = 0.000000
Precision-R: 0.2250000000

 --- Query # 0 - "QU What is the concordance of clinical or biochemical manifestations of CF   in sibling pairs (both of whom have CF)?"
 ------ Doc # 905 = 0.141032
 ------ Doc # 599 = 0.134456
 ------ Doc # 1213 = 0.115557
 ------ Doc # 977 = 0.109197
 ------ Doc # 106 = 0.099912
 ------ Doc # 995 = 0.092796
 ------ Doc # 490 = 0.089659
 ------ Doc # 949 = 0.083634
 ------ Doc # 921 = 0.081651
 ------ Doc # 543 = 0.080693
 ------ Doc # 875 = 0.075855
 ------ Doc # 931 = 0.075776
 ------ Doc # 975 = 0.072513
 ------ Doc # 766 = 0.072043
 ------ Doc # 611 = 0.071909
 ------ Doc # 796 = 0.067820
 ------ Doc # 571 = 0.064912
 ------ Doc # 959 = 0.064672
 ------ Doc # 96 = 0.063748
 ------ Doc # 460 = 0.062912
 ------ Doc # 856 = 0.062690
 ------ Doc # 540 = 0.062482
 ------ Doc # 174 = 0.062371
 ------ Doc # 52 = 0.062162
 ------ Doc # 582 = 0.060596
 ------ Doc # 13 = 0.060479
 ------ Doc # 926 = 0.060066
 ------ Doc # 370 = 0.059820
 ------ Doc # 1148 = 0.059805
 ------ Doc # 70 = 0.059660
 ------ Doc # 1192 = 0.058088
 ------ Doc # 134 = 0.057057
 ------ Doc # 867 = 0.056096
 ------ Doc # 68 = 0.055839
 ------ Doc # 279 = 0.055136
 ------ Doc # 881 = 0.054926
 ------ Doc # 499 = 0.053843
 ------ Doc # 333 = 0.053749
 ------ Doc # 1219 = 0.053733
 ------ Doc # 359 = 0.053687
 ------ Doc # 305 = 0.053193
 ------ Doc # 822 = 0.052552
 ------ Doc # 465 = 0.052355
 ------ Doc # 505 = 0.051955
 ------ Doc # 136 = 0.051686
 ------ Doc # 392 = 0.051315
 ------ Doc # 207 = 0.051308
 ------ Doc # 185 = 0.051127
 ------ Doc # 906 = 0.050970
 ------ Doc # 278 = 0.050855
 ------ Doc # 763 = 0.050643
 ------ Doc # 247 = 0.050240
 ------ Doc # 488 = 0.049736
 ------ Doc # 1216 = 0.049186
 ------ Doc # 215 = 0.048773
 ------ Doc # 496 = 0.048338
 ------ Doc # 437 = 0.048223
 ------ Doc # 30 = 0.047937
 ------ Doc # 767 = 0.047402
 ------ Doc # 498 = 0.047082
 ------ Doc # 347 = 0.047075
 ------ Doc # 39 = 0.045894
 ------ Doc # 624 = 0.045573
 ------ Doc # 858 = 0.045572
 ------ Doc # 386 = 0.045011
 ------ Doc # 608 = 0.045004
 ------ Doc # 180 = 0.044570
 ------ Doc # 760 = 0.044398
 ------ Doc # 225 = 0.044282
 ------ Doc # 398 = 0.044253
 ------ Doc # 91 = 0.043814
 ------ Doc # 962 = 0.043809
 ------ Doc # 1179 = 0.043541
 ------ Doc # 349 = 0.042884
 ------ Doc # 1218 = 0.042813
 ------ Doc # 702 = 0.042805
 ------ Doc # 915 = 0.042574
 ------ Doc # 710 = 0.042495
 ------ Doc # 107 = 0.042443
 ------ Doc # 1087 = 0.042400
 ------ Doc # 726 = 0.042218
 ------ Doc # 187 = 0.042097
 ------ Doc # 301 = 0.041771
 ------ Doc # 34 = 0.041621
 ------ Doc # 83 = 0.041608
 ------ Doc # 287 = 0.041389
 ------ Doc # 775 = 0.041284
 ------ Doc # 798 = 0.040556
 ------ Doc # 294 = 0.040434
 ------ Doc # 711 = 0.040395
 ------ Doc # 973 = 0.040346
 ------ Doc # 770 = 0.040284
 ------ Doc # 343 = 0.040219
 ------ Doc # 961 = 0.040162
 ------ Doc # 313 = 0.040062
 ------ Doc # 634 = 0.039365
 ------ Doc # 997 = 0.038977
 ------ Doc # 190 = 0.038945
 ------ Doc # 559 = 0.038914
 ------ Doc # 911 = 0.038897
 ------ Doc # 566 = 0.038872
 ------ Doc # 272 = 0.038384
 ------ Doc # 920 = 0.038324
 ------ Doc # 614 = 0.038067
 ------ Doc # 736 = 0.037956
 ------ Doc # 956 = 0.037735
 ------ Doc # 1114 = 0.037700
 ------ Doc # 1033 = 0.037636
 ------ Doc # 10 = 0.037321
 ------ Doc # 67 = 0.037265
 ------ Doc # 842 = 0.037182
 ------ Doc # 935 = 0.037103
 ------ Doc # 1090 = 0.036802
 ------ Doc # 982 = 0.036775
 ------ Doc # 56 = 0.036743
 ------ Doc # 415 = 0.036239
 ------ Doc # 633 = 0.036195
 ------ Doc # 548 = 0.036165
 ------ Doc # 934 = 0.036108
 ------ Doc # 758 = 0.036107
 ------ Doc # 63 = 0.036064
 ------ Doc # 377 = 0.036051
 ------ Doc # 430 = 0.035917
 ------ Doc # 788 = 0.035883
 ------ Doc # 522 = 0.035818
 ------ Doc # 1014 = 0.035817
 ------ Doc # 141 = 0.035790
 ------ Doc # 411 = 0.035741
 ------ Doc # 223 = 0.035640
 ------ Doc # 639 = 0.035555
 ------ Doc # 794 = 0.035543
 ------ Doc # 1234 = 0.035332
 ------ Doc # 677 = 0.035199
 ------ Doc # 1083 = 0.035198
 ------ Doc # 882 = 0.035134
 ------ Doc # 494 = 0.035059
 ------ Doc # 974 = 0.034981
 ------ Doc # 116 = 0.034975
 ------ Doc # 1139 = 0.034852
 ------ Doc # 224 = 0.034759
 ------ Doc # 1002 = 0.034748
 ------ Doc # 80 = 0.034678
 ------ Doc # 507 = 0.034672
 ------ Doc # 910 = 0.034619
 ------ Doc # 1170 = 0.034551
 ------ Doc # 1106 = 0.034503
 ------ Doc # 76 = 0.034446
 ------ Doc # 658 = 0.034424
 ------ Doc # 1134 = 0.034423
 ------ Doc # 170 = 0.034402
 ------ Doc # 532 = 0.034339
 ------ Doc # 573 = 0.034304
 ------ Doc # 473 = 0.034296
 ------ Doc # 969 = 0.034279
 ------ Doc # 191 = 0.034251
 ------ Doc # 1144 = 0.034201
 ------ Doc # 1162 = 0.034164
 ------ Doc # 103 = 0.034135
 ------ Doc # 19 = 0.034009
 ------ Doc # 1206 = 0.033997
 ------ Doc # 199 = 0.033967
 ------ Doc # 1031 = 0.033931
 ------ Doc # 632 = 0.033911
 ------ Doc # 1050 = 0.033902
 ------ Doc # 182 = 0.033878
 ------ Doc # 404 = 0.033862
 ------ Doc # 64 = 0.033753
 ------ Doc # 173 = 0.033749
 ------ Doc # 914 = 0.033622
 ------ Doc # 957 = 0.033578
 ------ Doc # 862 = 0.033488
 ------ Doc # 602 = 0.033481
 ------ Doc # 1200 = 0.033453
 ------ Doc # 1207 = 0.033383
 ------ Doc # 351 = 0.033372
 ------ Doc # 253 = 0.033296
 ------ Doc # 102 = 0.033205
 ------ Doc # 366 = 0.033192
 ------ Doc # 476 = 0.033126
 ------ Doc # 943 = 0.033056
 ------ Doc # 320 = 0.033042
 ------ Doc # 1201 = 0.033040
 ------ Doc # 459 = 0.032851
 ------ Doc # 866 = 0.032802
 ------ Doc # 337 = 0.032649
 ------ Doc # 383 = 0.032590
 ------ Doc # 535 = 0.032397
 ------ Doc # 1099 = 0.032358
 ------ Doc # 197 = 0.032311
 ------ Doc # 92 = 0.032286
 ------ Doc # 292 = 0.032249
 ------ Doc # 1161 = 0.032138
 ------ Doc # 853 = 0.032107
 ------ Doc # 1159 = 0.032037
 ------ Doc # 219 = 0.031902
 ------ Doc # 422 = 0.031859
 ------ Doc # 304 = 0.031846
 ------ Doc # 501 = 0.031843
 ------ Doc # 598 = 0.031840
 ------ Doc # 1210 = 0.031835
 ------ Doc # 609 = 0.031761
 ------ Doc # 167 = 0.031743
 ------ Doc # 987 = 0.031691
 ------ Doc # 443 = 0.031559
 ------ Doc # 230 = 0.031458
 ------ Doc # 208 = 0.031453
 ------ Doc # 114 = 0.031195
 ------ Doc # 631 = 0.031003
 ------ Doc # 944 = 0.030871
 ------ Doc # 280 = 0.030638
 ------ Doc # 480 = 0.030625
 ------ Doc # 482 = 0.030578
 ------ Doc # 603 = 0.030394
 ------ Doc # 243 = 0.030393
 ------ Doc # 549 = 0.030393
 ------ Doc # 1062 = 0.030351
 ------ Doc # 289 = 0.030266
 ------ Doc # 1127 = 0.030201
 ------ Doc # 435 = 0.030189
 ------ Doc # 1145 = 0.030124
 ------ Doc # 1222 = 0.029984
 ------ Doc # 574 = 0.029981
 ------ Doc # 655 = 0.029951
 ------ Doc # 912 = 0.029935
 ------ Doc # 859 = 0.029852
 ------ Doc # 3 = 0.029715
 ------ Doc # 924 = 0.029671
 ------ Doc # 684 = 0.029489
 ------ Doc # 525 = 0.029388
 ------ Doc # 145 = 0.029206
 ------ Doc # 919 = 0.029126
 ------ Doc # 121 = 0.029079
 ------ Doc # 869 = 0.029067
 ------ Doc # 694 = 0.028995
 ------ Doc # 1074 = 0.028926
 ------ Doc # 457 = 0.028818
 ------ Doc # 930 = 0.028733
 ------ Doc # 1066 = 0.028470
 ------ Doc # 248 = 0.028453
 ------ Doc # 108 = 0.028426
 ------ Doc # 979 = 0.028408
 ------ Doc # 373 = 0.028378
 ------ Doc # 228 = 0.028358
 ------ Doc # 98 = 0.028098
 ------ Doc # 530 = 0.028003
 ------ Doc # 300 = 0.027630
 ------ Doc # 1209 = 0.027610
 ------ Doc # 1096 = 0.027602
 ------ Doc # 164 = 0.027529
 ------ Doc # 202 = 0.027518
 ------ Doc # 567 = 0.027492
 ------ Doc # 826 = 0.027479
 ------ Doc # 1156 = 0.027420
 ------ Doc # 895 = 0.027329
 ------ Doc # 803 = 0.027225
 ------ Doc # 221 = 0.027144
 ------ Doc # 1073 = 0.027093
 ------ Doc # 683 = 0.027072
 ------ Doc # 397 = 0.027014
 ------ Doc # 660 = 0.026973
 ------ Doc # 526 = 0.026820
 ------ Doc # 227 = 0.026797
 ------ Doc # 562 = 0.026764
 ------ Doc # 89 = 0.026696
 ------ Doc # 813 = 0.026678
 ------ Doc # 951 = 0.026677
 ------ Doc # 588 = 0.026625
 ------ Doc # 1204 = 0.026570
 ------ Doc # 175 = 0.026518
 ------ Doc # 250 = 0.026505
 ------ Doc # 1182 = 0.026483
 ------ Doc # 964 = 0.026456
 ------ Doc # 1185 = 0.026342
 ------ Doc # 581 = 0.026325
 ------ Doc # 458 = 0.026289
 ------ Doc # 706 = 0.026160
 ------ Doc # 870 = 0.026120
 ------ Doc # 703 = 0.026114
 ------ Doc # 357 = 0.026102
 ------ Doc # 1105 = 0.025994
 ------ Doc # 647 = 0.025972
 ------ Doc # 1 = 0.025938
 ------ Doc # 615 = 0.025908
 ------ Doc # 163 = 0.025824
 ------ Doc # 1220 = 0.025777
 ------ Doc # 161 = 0.025762
 ------ Doc # 118 = 0.025637
 ------ Doc # 805 = 0.025543
 ------ Doc # 993 = 0.025527
 ------ Doc # 617 = 0.025463
 ------ Doc # 401 = 0.025434
 ------ Doc # 641 = 0.025403
 ------ Doc # 846 = 0.025272
 ------ Doc # 1141 = 0.025244
 ------ Doc # 1172 = 0.025219
 ------ Doc # 283 = 0.025158
 ------ Doc # 568 = 0.025132
 ------ Doc # 671 = 0.025055
 ------ Doc # 784 = 0.025036
 ------ Doc # 424 = 0.025029
 ------ Doc # 937 = 0.024941
 ------ Doc # 818 = 0.024898
 ------ Doc # 231 = 0.024887
 ------ Doc # 550 = 0.024839
 ------ Doc # 823 = 0.024822
 ------ Doc # 825 = 0.024815
 ------ Doc # 797 = 0.024813
 ------ Doc # 50 = 0.024770
 ------ Doc # 670 = 0.024703
 ------ Doc # 8 = 0.024610
 ------ Doc # 66 = 0.024527
 ------ Doc # 942 = 0.024518
 ------ Doc # 129 = 0.024465
 ------ Doc # 666 = 0.024357
 ------ Doc # 812 = 0.024322
 ------ Doc # 650 = 0.024299
 ------ Doc # 263 = 0.024285
 ------ Doc # 808 = 0.024283
 ------ Doc # 124 = 0.024229
 ------ Doc # 742 = 0.024218
 ------ Doc # 462 = 0.024176
 ------ Doc # 755 = 0.024133
 ------ Doc # 819 = 0.024128
 ------ Doc # 189 = 0.024031
 ------ Doc # 469 = 0.024013
 ------ Doc # 591 = 0.023986
 ------ Doc # 1184 = 0.023926
 ------ Doc # 153 = 0.023910
 ------ Doc # 324 = 0.023899
 ------ Doc # 691 = 0.023868
 ------ Doc # 285 = 0.023852
 ------ Doc # 1135 = 0.023797
 ------ Doc # 751 = 0.023786
 ------ Doc # 269 = 0.023777
 ------ Doc # 45 = 0.023771
 ------ Doc # 497 = 0.023714
 ------ Doc # 18 = 0.023677
 ------ Doc # 1019 = 0.023639
 ------ Doc # 904 = 0.023630
 ------ Doc # 203 = 0.023586
 ------ Doc # 765 = 0.023565
 ------ Doc # 1215 = 0.023538
 ------ Doc # 432 = 0.023523
 ------ Doc # 226 = 0.023501
 ------ Doc # 427 = 0.023499
 ------ Doc # 326 = 0.023491
 ------ Doc # 446 = 0.023486
 ------ Doc # 515 = 0.023477
 ------ Doc # 260 = 0.023427
 ------ Doc # 1183 = 0.023420
 ------ Doc # 1117 = 0.023298
 ------ Doc # 122 = 0.023276
 ------ Doc # 898 = 0.023247
 ------ Doc # 527 = 0.023216
 ------ Doc # 220 = 0.023210
 ------ Doc # 585 = 0.023174
 ------ Doc # 779 = 0.023148
 ------ Doc # 1123 = 0.023147
 ------ Doc # 316 = 0.023122
 ------ Doc # 1059 = 0.023064
 ------ Doc # 489 = 0.023042
 ------ Doc # 831 = 0.023027
 ------ Doc # 638 = 0.023003
 ------ Doc # 690 = 0.022994
 ------ Doc # 254 = 0.022972
 ------ Doc # 413 = 0.022944
 ------ Doc # 154 = 0.022867
 ------ Doc # 302 = 0.022833
 ------ Doc # 810 = 0.022797
 ------ Doc # 892 = 0.022784
 ------ Doc # 242 = 0.022774
 ------ Doc # 11 = 0.022751
 ------ Doc # 62 = 0.022742
 ------ Doc # 393 = 0.022742
 ------ Doc # 341 = 0.022714
 ------ Doc # 896 = 0.022705
 ------ Doc # 268 = 0.022685
 ------ Doc # 236 = 0.022676
 ------ Doc # 524 = 0.022628
 ------ Doc # 1140 = 0.022602
 ------ Doc # 669 = 0.022576
 ------ Doc # 419 = 0.022560
 ------ Doc # 74 = 0.022559
 ------ Doc # 332 = 0.022544
 ------ Doc # 572 = 0.022507
 ------ Doc # 1199 = 0.022484
 ------ Doc # 901 = 0.022461
 ------ Doc # 1137 = 0.022446
 ------ Doc # 586 = 0.022428
 ------ Doc # 82 = 0.022421
 ------ Doc # 495 = 0.022407
 ------ Doc # 86 = 0.022341
 ------ Doc # 159 = 0.022331
 ------ Doc # 259 = 0.022305
 ------ Doc # 1163 = 0.022266
 ------ Doc # 556 = 0.022212
 ------ Doc # 984 = 0.022195
 ------ Doc # 105 = 0.022162
 ------ Doc # 960 = 0.022159
 ------ Doc # 644 = 0.022159
 ------ Doc # 483 = 0.022144
 ------ Doc # 1043 = 0.022072
 ------ Doc # 880 = 0.022070
 ------ Doc # 148 = 0.022030
 ------ Doc # 1100 = 0.021982
 ------ Doc # 139 = 0.021937
 ------ Doc # 156 = 0.021896
 ------ Doc # 205 = 0.021847
 ------ Doc # 1174 = 0.021795
 ------ Doc # 936 = 0.021789
 ------ Doc # 824 = 0.021747
 ------ Doc # 147 = 0.021743
 ------ Doc # 255 = 0.021727
 ------ Doc # 12 = 0.021724
 ------ Doc # 605 = 0.021684
 ------ Doc # 1212 = 0.021619
 ------ Doc # 874 = 0.021569
 ------ Doc # 284 = 0.021406
 ------ Doc # 238 = 0.021399
 ------ Doc # 418 = 0.021375
 ------ Doc # 1173 = 0.021366
 ------ Doc # 707 = 0.021355
 ------ Doc # 952 = 0.021354
 ------ Doc # 140 = 0.021240
 ------ Doc # 1016 = 0.021223
 ------ Doc # 929 = 0.021161
 ------ Doc # 150 = 0.021136
 ------ Doc # 865 = 0.021134
 ------ Doc # 538 = 0.021120
 ------ Doc # 523 = 0.021015
 ------ Doc # 352 = 0.020999
 ------ Doc # 928 = 0.020989
 ------ Doc # 382 = 0.020972
 ------ Doc # 985 = 0.020945
 ------ Doc # 879 = 0.020891
 ------ Doc # 1211 = 0.020886
 ------ Doc # 237 = 0.020873
 ------ Doc # 992 = 0.020843
 ------ Doc # 196 = 0.020781
 ------ Doc # 616 = 0.020741
 ------ Doc # 672 = 0.020699
 ------ Doc # 502 = 0.020689
 ------ Doc # 146 = 0.020610
 ------ Doc # 786 = 0.020600
 ------ Doc # 193 = 0.020582
 ------ Doc # 725 = 0.020539
 ------ Doc # 665 = 0.020536
 ------ Doc # 1021 = 0.020522
 ------ Doc # 1205 = 0.020520
 ------ Doc # 657 = 0.020490
 ------ Doc # 577 = 0.020459
 ------ Doc # 385 = 0.020444
 ------ Doc # 661 = 0.020441
 ------ Doc # 552 = 0.020401
 ------ Doc # 576 = 0.020372
 ------ Doc # 425 = 0.020370
 ------ Doc # 547 = 0.020366
 ------ Doc # 126 = 0.020269
 ------ Doc # 529 = 0.020221
 ------ Doc # 290 = 0.020206
 ------ Doc # 1078 = 0.020173
 ------ Doc # 685 = 0.020162
 ------ Doc # 486 = 0.020161
 ------ Doc # 439 = 0.020143
 ------ Doc # 809 = 0.020137
 ------ Doc # 738 = 0.020130
 ------ Doc # 636 = 0.020098
 ------ Doc # 133 = 0.020089
 ------ Doc # 968 = 0.020070
 ------ Doc # 27 = 0.020065
 ------ Doc # 847 = 0.019935
 ------ Doc # 963 = 0.019920
 ------ Doc # 1203 = 0.019920
 ------ Doc # 1191 = 0.019917
 ------ Doc # 610 = 0.019892
 ------ Doc # 206 = 0.019873
 ------ Doc # 1236 = 0.019869
 ------ Doc # 29 = 0.019834
 ------ Doc # 913 = 0.019798
 ------ Doc # 876 = 0.019797
 ------ Doc # 1086 = 0.019751
 ------ Doc # 441 = 0.019740
 ------ Doc # 112 = 0.019680
 ------ Doc # 659 = 0.019669
 ------ Doc # 291 = 0.019648
 ------ Doc # 244 = 0.019577
 ------ Doc # 1165 = 0.019565
 ------ Doc # 1175 = 0.019544
 ------ Doc # 783 = 0.019496
 ------ Doc # 643 = 0.019435
 ------ Doc # 31 = 0.019432
 ------ Doc # 580 = 0.019430
 ------ Doc # 971 = 0.019418
 ------ Doc # 950 = 0.019340
 ------ Doc # 718 = 0.019328
 ------ Doc # 312 = 0.019285
 ------ Doc # 131 = 0.019279
 ------ Doc # 311 = 0.019200
 ------ Doc # 211 = 0.019156
 ------ Doc # 1164 = 0.019142
 ------ Doc # 612 = 0.019082
 ------ Doc # 485 = 0.019051
 ------ Doc # 317 = 0.019050
 ------ Doc # 394 = 0.019049
 ------ Doc # 81 = 0.019013
 ------ Doc # 1076 = 0.018995
 ------ Doc # 1190 = 0.018950
 ------ Doc # 251 = 0.018925
 ------ Doc # 589 = 0.018893
 ------ Doc # 1122 = 0.018890
 ------ Doc # 1128 = 0.018848
 ------ Doc # 652 = 0.018819
 ------ Doc # 321 = 0.018813
 ------ Doc # 954 = 0.018808
 ------ Doc # 264 = 0.018777
 ------ Doc # 325 = 0.018767
 ------ Doc # 717 = 0.018755
 ------ Doc # 753 = 0.018754
 ------ Doc # 436 = 0.018754
 ------ Doc # 1232 = 0.018727
 ------ Doc # 346 = 0.018714
 ------ Doc # 1131 = 0.018713
 ------ Doc # 697 = 0.018678
 ------ Doc # 695 = 0.018552
 ------ Doc # 741 = 0.018551
 ------ Doc # 646 = 0.018545
 ------ Doc # 95 = 0.018533
 ------ Doc # 1049 = 0.018530
 ------ Doc # 336 = 0.018518
 ------ Doc # 323 = 0.018467
 ------ Doc # 188 = 0.018441
 ------ Doc # 648 = 0.018439
 ------ Doc # 348 = 0.018396
 ------ Doc # 998 = 0.018385
 ------ Doc # 740 = 0.018374
 ------ Doc # 750 = 0.018365
 ------ Doc # 288 = 0.018329
 ------ Doc # 857 = 0.018329
 ------ Doc # 1008 = 0.018321
 ------ Doc # 749 = 0.018303
 ------ Doc # 234 = 0.018292
 ------ Doc # 61 = 0.018241
 ------ Doc # 492 = 0.018239
 ------ Doc # 38 = 0.018205
 ------ Doc # 1133 = 0.018195
 ------ Doc # 628 = 0.018159
 ------ Doc # 630 = 0.018155
 ------ Doc # 192 = 0.018150
 ------ Doc # 1186 = 0.018120
 ------ Doc # 587 = 0.018114
 ------ Doc # 297 = 0.018101
 ------ Doc # 445 = 0.018080
 ------ Doc # 209 = 0.018049
 ------ Doc # 503 = 0.018044
 ------ Doc # 1197 = 0.018039
 ------ Doc # 1136 = 0.018037
 ------ Doc # 1166 = 0.017924
 ------ Doc # 877 = 0.017923
 ------ Doc # 1012 = 0.017882
 ------ Doc # 534 = 0.017838
 ------ Doc # 444 = 0.017836
 ------ Doc # 137 = 0.017824
 ------ Doc # 296 = 0.017810
 ------ Doc # 946 = 0.017787
 ------ Doc # 364 = 0.017786
 ------ Doc # 1143 = 0.017782
 ------ Doc # 693 = 0.017777
 ------ Doc # 732 = 0.017763
 ------ Doc # 948 = 0.017750
 ------ Doc # 1115 = 0.017742
 ------ Doc # 1112 = 0.017710
 ------ Doc # 90 = 0.017702
 ------ Doc # 821 = 0.017598
 ------ Doc # 454 = 0.017526
 ------ Doc # 282 = 0.017501
 ------ Doc # 795 = 0.017453
 ------ Doc # 110 = 0.017452
 ------ Doc # 793 = 0.017443
 ------ Doc # 989 = 0.017440
 ------ Doc # 274 = 0.017438
 ------ Doc # 1088 = 0.017431
 ------ Doc # 266 = 0.017394
 ------ Doc # 1221 = 0.017386
 ------ Doc # 1071 = 0.017365
 ------ Doc # 119 = 0.017355
 ------ Doc # 1194 = 0.017327
 ------ Doc # 722 = 0.017319
 ------ Doc # 1193 = 0.017274
 ------ Doc # 9 = 0.017271
 ------ Doc # 1054 = 0.017269
 ------ Doc # 4 = 0.017266
 ------ Doc # 830 = 0.017256
 ------ Doc # 218 = 0.017233
 ------ Doc # 918 = 0.017186
 ------ Doc # 1167 = 0.017171
 ------ Doc # 286 = 0.017142
 ------ Doc # 852 = 0.017110
 ------ Doc # 807 = 0.017102
 ------ Doc # 94 = 0.017037
 ------ Doc # 554 = 0.016995
 ------ Doc # 1041 = 0.016972
 ------ Doc # 739 = 0.016928
 ------ Doc # 1228 = 0.016907
 ------ Doc # 604 = 0.016904
 ------ Doc # 438 = 0.016891
 ------ Doc # 319 = 0.016870
 ------ Doc # 414 = 0.016856
 ------ Doc # 680 = 0.016856
 ------ Doc # 315 = 0.016787
 ------ Doc # 88 = 0.016771
 ------ Doc # 923 = 0.016766
 ------ Doc # 33 = 0.016736
 ------ Doc # 886 = 0.016695
 ------ Doc # 49 = 0.016687
 ------ Doc # 1238 = 0.016645
 ------ Doc # 361 = 0.016619
 ------ Doc # 1116 = 0.016591
 ------ Doc # 785 = 0.016589
 ------ Doc # 1035 = 0.016579
 ------ Doc # 1048 = 0.016490
 ------ Doc # 375 = 0.016455
 ------ Doc # 1005 = 0.016431
 ------ Doc # 553 = 0.016429
 ------ Doc # 51 = 0.016425
 ------ Doc # 1063 = 0.016408
 ------ Doc # 1044 = 0.016397
 ------ Doc # 854 = 0.016332
 ------ Doc # 1146 = 0.016332
 ------ Doc # 452 = 0.016327
 ------ Doc # 1109 = 0.016308
 ------ Doc # 423 = 0.016252
 ------ Doc # 350 = 0.016247
